"X","ministro","ministerio","presidente","correccion_fechadeentrada","correccion_fechadesalida","diferencia_dias","duration_minister_in_yrs","comienzo_administracion","fin_administracion","comienzo_regimen","fin_regimen","x1_administracion","x2_administracion","x1_regimen","x2_regimen","dummy_replacement","tipo_regimen","clasificacion_area","clasificacion_area_amplio","cantidaddevecesqueocupounm","informacion_personal_nacimiento_date","provincia_nacimiento","educacion_educado_en","informacion_profesional_ocupacion","informacion_profesional_partido_politico","informacion_personal_nacimiento_place","informacion_personal_fallecimiento_date","informacion_personal_fallecimiento_place","informacion_personal_nacionalidad","informacion_profesional_miembro_de","informacion_profesional_rama_militar","informacion_profesional_rango_militar","Year"
808,"Hernan Santiago Lombardi","turismo, cultura y deportes","Fernando de la Rúa",2001-10-29,2001-12-21,53,0.145106091718001,"1999-12-10","2001-12-20","1983-12-10",NA,742,-1,6586,NA,0,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",1,"1960-05-04","Buenos Aires","Universidad de Buenos Aires","Ingeniero civil, empresario de turismo, político","Unión Cívica Radical (1978-2001)Recrear (2002-2005)Propuesta Republicana (2005-presente)","Buenos Aires, Argentina",NA,NA,"Argentino",NA,NA,NA,2001
809,"Luis Arturo Schiavoni","jefatura de gabinete","Federico Ramón Puerta",2001-12-21,2001-12-23,2,0.0054757015742642,"2001-12-21","2001-12-22","1983-12-10",NA,2,-1,6588,NA,0,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",1,"1958-07-10","Misiones","Universidad de Buenos Aires","AbogadoPolítico","Movimiento de Integración y Desarrollo (inicios)Propuesta Republicana (actualidad)","Posadas (Argentina)",NA,NA,"Argentina",NA,NA,NA,2001
810,"Miguel Angel Toma","interior","Federico Ramón Puerta",2001-12-21,2001-12-23,2,0.0054757015742642,"2001-12-21","2001-12-22","1983-12-10",NA,2,-1,6588,NA,0,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",3,"1949-09-18","Buenos Aires","Universidad del Salvador","teólogo, político","Peronismo Republicano (desde 2021)Partido Justicialista (hasta 2021)","Provincia de Buenos Aires (Argentina)",NA,NA,"Argentina",NA,NA,NA,2001
811,"Miguel Angel Toma","justicia y derechos humanos","Federico Ramón Puerta",2001-12-21,2001-12-23,2,0.0054757015742642,"2001-12-21","2001-12-22","1983-12-10",NA,2,-1,6588,NA,0,"Democracia","Área político-Institucional","Área Justicia-Otros",3,"1949-09-18","Buenos Aires","Universidad del Salvador","teólogo, político","Peronismo Republicano (desde 2021)Partido Justicialista (hasta 2021)","Provincia de Buenos Aires (Argentina)",NA,NA,"Argentina",NA,NA,NA,2001
812,"Miguel Angel Toma","defensa","Federico Ramón Puerta",2001-12-21,2001-12-23,2,0.0054757015742642,"2001-12-21","2001-12-22","1983-12-10",NA,2,-1,6588,NA,0,"Democracia","Área político-Institucional","Área Defensa",3,"1949-09-18","Buenos Aires","Universidad del Salvador","teólogo, político","Peronismo Republicano (desde 2021)Partido Justicialista (hasta 2021)","Provincia de Buenos Aires (Argentina)",NA,NA,"Argentina",NA,NA,NA,2001
813,"Jorge Capitanich","economía y obras y servicios públicos","Federico Ramón Puerta",2001-12-21,2001-12-23,2,0.0054757015742642,"2001-12-21","2001-12-22","1983-12-10",NA,2,-1,6588,NA,0,"Democracia","Área Económica-Productiva","Área Económica",8,"1964-11-28","Chaco","Universidad de BelgranoUniversidad de San Andrés (Maestría en Políticas públicas)Universidad Nacional del Nordeste (Contador público; hasta 1988)Escuela Superior de Economía y Administración de Empresas (Maestría; hasta 1999)","Contador público y político","Partido Justicialista","Presidencia Roque Sáenz Peña (Argentina)",NA,NA,"Argentina",NA,NA,NA,2001
814,"Ricardo Roberto Biazzi","educación","Federico Ramón Puerta",2001-12-21,2001-12-23,2,0.0054757015742642,"2001-12-21","2001-12-22","1983-12-10",NA,2,-1,6588,NA,0,"Democracia","Área Social","Área Cultura-Ciencia-Educación",2,"1950-03-11","Córdoba",NA,"Abogado","Partido Justicialista","Argentina",NA,NA,"Argentina",NA,NA,NA,2001
815,"Jorge Capitanich","trabajo, empleo y formación de recursos humanos","Federico Ramón Puerta",2001-12-21,2001-12-23,2,0.0054757015742642,"2001-12-21","2001-12-22","1983-12-10",NA,2,-1,6588,NA,0,"Democracia","Área Social","Área Social",8,"1964-11-28","Chaco","Universidad de BelgranoUniversidad de San Andrés (Maestría en Políticas públicas)Universidad Nacional del Nordeste (Contador público; hasta 1988)Escuela Superior de Economía y Administración de Empresas (Maestría; hasta 1999)","Contador público y político","Partido Justicialista","Presidencia Roque Sáenz Peña (Argentina)",NA,NA,"Argentina",NA,NA,NA,2001
816,"Jorge Capitanich","infraestructura y vivienda","Federico Ramón Puerta",2001-12-21,2001-12-23,2,0.0054757015742642,"2001-12-21","2001-12-22","1983-12-10",NA,2,-1,6588,NA,0,"Democracia","Área Económica-Productiva","Área Obrás Públicas-Transporte",8,"1964-11-28","Chaco","Universidad de BelgranoUniversidad de San Andrés (Maestría en Políticas públicas)Universidad Nacional del Nordeste (Contador público; hasta 1988)Escuela Superior de Economía y Administración de Empresas (Maestría; hasta 1999)","Contador público y político","Partido Justicialista","Presidencia Roque Sáenz Peña (Argentina)",NA,NA,"Argentina",NA,NA,NA,2001
817,"Jorge Capitanich","desarrollo social y medio ambiente","Federico Ramón Puerta",2001-12-21,2001-12-23,2,0.0054757015742642,"2001-12-21","2001-12-22","1983-12-10",NA,2,-1,6588,NA,0,"Democracia","Área Social","Área Social",8,"1964-11-28","Chaco","Universidad de BelgranoUniversidad de San Andrés (Maestría en Políticas públicas)Universidad Nacional del Nordeste (Contador público; hasta 1988)Escuela Superior de Economía y Administración de Empresas (Maestría; hasta 1999)","Contador público y político","Partido Justicialista","Presidencia Roque Sáenz Peña (Argentina)",NA,NA,"Argentina",NA,NA,NA,2001
818,"Ricardo Roberto Biazzi","turismo, cultura y deportes","Federico Ramón Puerta",2001-12-21,2001-12-23,2,0.0054757015742642,"2001-12-21","2001-12-22","1983-12-10",NA,2,-1,6588,NA,0,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",2,"1950-03-11","Córdoba",NA,"Abogado","Partido Justicialista","Argentina",NA,NA,"Argentina",NA,NA,NA,2001
819,"Jorge Capitanich","seguridad social","Federico Ramón Puerta",2001-12-21,2001-12-23,2,0.0054757015742642,"2001-12-21","2001-12-22","1983-12-10",NA,2,-1,6588,NA,0,"Democracia","Área Social","Área Social",8,"1964-11-28","Chaco","Universidad de BelgranoUniversidad de San Andrés (Maestría en Políticas públicas)Universidad Nacional del Nordeste (Contador público; hasta 1988)Escuela Superior de Economía y Administración de Empresas (Maestría; hasta 1999)","Contador público y político","Partido Justicialista","Presidencia Roque Sáenz Peña (Argentina)",NA,NA,"Argentina",NA,NA,NA,2001
820,"Jorge Capitanich","salud","Federico Ramón Puerta",2001-12-21,2001-12-23,2,0.0054757015742642,"2001-12-21","2001-12-22","1983-12-10",NA,2,-1,6588,NA,0,"Democracia","Área Social","Área Salud-Seguridad",8,"1964-11-28","Chaco","Universidad de BelgranoUniversidad de San Andrés (Maestría en Políticas públicas)Universidad Nacional del Nordeste (Contador público; hasta 1988)Escuela Superior de Economía y Administración de Empresas (Maestría; hasta 1999)","Contador público y político","Partido Justicialista","Presidencia Roque Sáenz Peña (Argentina)",NA,NA,"Argentina",NA,NA,NA,2001
821,"Luis Bernardo Lusquiños","jefatura de gabinete","Adolfo Rodríguez Saa",2001-12-23,2001-12-31,8,0.0219028062970568,"2001-12-23","2001-12-30","1983-12-10",NA,8,-1,6596,NA,0,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",1,"1951-11-27","Buenos Aires",NA,"Licenciado en Psicología","Partido Justicialista","Buenos Aires (Argentina)","2017-06-17","San Luis (Argentina)","Argentina",NA,NA,NA,2001
822,"Rodolfo Federico Gabrielli","interior","Adolfo Rodríguez Saa",2001-12-23,2001-12-31,8,0.0219028062970568,"2001-12-23","2001-12-30","1983-12-10",NA,8,-1,6596,NA,0,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",2,"1951-05-25","Mendoza",NA,"Político","Partido Justicialista","Tunuyán (Argentina)",NA,NA,"Argentina",NA,NA,NA,2001
823,"José María Vernet","relaciones exteriores, comercio internacional y culto","Adolfo Rodríguez Saa",2001-12-23,2001-12-31,8,0.0219028062970568,"2001-12-23","2001-12-30","1983-12-10",NA,8,-1,6596,NA,0,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",2,"1944-02-24","Santa Fe","Universidad Nacional de CórdobaUniversidad Nacional de Rosario","Contador público","Partido Justicialista","Rosario, Santa Fe (Argentina)","2024-02-23","Rosario (Argentina)","Argentina",NA,NA,NA,2001
824,"José María Vernet","defensa","Adolfo Rodríguez Saa",2001-12-23,2001-12-31,8,0.0219028062970568,"2001-12-23","2001-12-30","1983-12-10",NA,8,-1,6596,NA,0,"Democracia","Área político-Institucional","Área Defensa",2,"1944-02-24","Santa Fe","Universidad Nacional de CórdobaUniversidad Nacional de Rosario","Contador público","Partido Justicialista","Rosario, Santa Fe (Argentina)","2024-02-23","Rosario (Argentina)","Argentina",NA,NA,NA,2001
825,"Oraldo Norvel Britos","trabajo, empleo y formación de recursos humanos","Adolfo Rodríguez Saa",2001-12-23,2001-12-31,8,0.0219028062970568,"2001-12-23","2001-12-30","1983-12-10",NA,8,-1,6596,NA,0,"Democracia","Área Social","Área Social",1,"1933-03-24","San Luis",NA,"Político y sindicalista","Partido Justicialista","Villa Mercedes (Argentina)","2023-09-07",NA,"Argentina",NA,NA,NA,2001
826,"Antonio Francisco Cafiero","jefatura de gabinete","Eduardo Oscar Camaño",2001-12-31,2002-01-03,3,0.0082135523613963,"2001-12-30","2002-01-01","1983-12-10",NA,4,-2,6599,NA,0,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",5,"1922-09-12","Buenos Aires","Universidad de Buenos Aires","Contador público, político","Partido Justicialista","Buenos Aires (Argentina)","2014-10-13","San Isidro, provincia de Buenos Aires (Argentina)","Argentina",NA,NA,NA,2001
827,"Jorge Milton Capitanich","jefatura de gabinete","Eduardo Duhalde",2002-01-03,2002-05-02,119,0.32580424366872,"2002-01-02","2003-05-25","1983-12-10",NA,120,388,6718,NA,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",8,"1964-11-28","Chaco","Universidad de BelgranoUniversidad de San Andrés (Maestría en Políticas públicas)Universidad Nacional del Nordeste (Contador público; hasta 1988)Escuela Superior de Economía y Administración de Empresas (Maestría; hasta 1999)","Contador público y político","Partido Justicialista","Presidencia Roque Sáenz Peña (Argentina)",NA,NA,"Argentina",NA,NA,NA,2002
828,"Alfredo Nestor Atanasof","jefatura de gabinete","Eduardo Duhalde",2002-05-02,2003-05-25,388,1.06228610540726,"2002-01-02","2003-05-25","1983-12-10",NA,508,0,7106,NA,0,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",2,"1949-11-24","Buenos Aires",NA,"Político","Unión Celeste y Blanco (desde 2008)Partido Justicialista (hasta 2008)","La Plata, Argentina",NA,NA,"Argentina",NA,NA,NA,2002
829,"Rodolfo Federico Gabrielli","interior","Eduardo Duhalde",2002-01-03,2002-05-02,119,0.32580424366872,"2002-01-02","2003-05-25","1983-12-10",NA,120,388,6718,NA,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",2,"1951-05-25","Mendoza",NA,"Político","Partido Justicialista","Tunuyán (Argentina)",NA,NA,"Argentina",NA,NA,NA,2002
830,"Jorge Ruben Matzkin","interior","Eduardo Duhalde",2002-05-02,2003-05-25,388,1.06228610540726,"2002-01-02","2003-05-25","1983-12-10",NA,508,0,7106,NA,0,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",1,"1943-01-25","La Pampa",NA,"Contador","Partido Justicialista","Provincia de La Pampa (Argentina)",NA,NA,"Argentina",NA,NA,NA,2002
831,"Carlos Federico Ruckauf","relaciones exteriores, comercio internacional y culto","Eduardo Duhalde",2002-01-03,2003-05-25,507,1.38809034907598,"2002-01-02","2003-05-25","1983-12-10",NA,508,0,7106,NA,0,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",4,"1944-07-10","Buenos Aires","Universidad de Buenos Aires","Abogado","Partido Justicialista
Unión Popular","Ramos Mejía, Buenos Aires (Argentina)",NA,NA,"Argentina",NA,NA,NA,2002
832,"Jorge Reinaldo Vanossi","justicia y derechos humanos","Eduardo Duhalde",2002-01-03,2002-07-10,188,0.514715947980835,"2002-01-02","2003-05-25","1983-12-10",NA,189,319,6787,NA,1,"Democracia","Área político-Institucional","Área Justicia-Otros",1,"1939-08-28","Buenos Aires","Universidad de Buenos Aires","Abogado","Unión Cívica Radical
(hasta 2003)
Propuesta Republicana
(desde 2003)","Buenos Aires (Argentina)",NA,NA,"Argentina","Real Academia de Jurisprudencia y LegislaciónAcademia Nacional de EducaciónAcademia Nacional de Ciencias Morales y Políticas",NA,NA,2002
833,"Juan José Alvarez","justicia y derechos humanos","Eduardo Duhalde",2002-07-10,2003-05-25,319,0.87337440109514,"2002-01-02","2003-05-25","1983-12-10",NA,508,0,7106,NA,0,"Democracia","Área político-Institucional","Área Justicia-Otros",1,"1955-05-25","Buenos Aires",NA,"Abogado","Unión Celeste y Blanco
(desde 2008)
Partido Justicialista
(hasta 2008)","Hurlingham (Argentina)",NA,NA,"Argentina",NA,NA,NA,2002
834,"José Horacio Jaunarena","defensa","Eduardo Duhalde",2002-01-08,2003-05-25,502,1.37440109514031,"2002-01-02","2003-05-25","1983-12-10",NA,508,0,7106,NA,0,"Democracia","Área político-Institucional","Área Defensa",3,"1942-11-29","Buenos Aires","Universidad de Buenos Aires","Abogado","Unión Cívica Radical","Pergamino (Argentina)",NA,NA,"Argentina","Academia Nacional de Ciencias Morales y Políticas",NA,NA,2002
835,"Jorge Luis Remes Lenicov","economía y obras y servicios públicos","Eduardo Duhalde",2002-01-03,2002-04-27,114,0.31211498973306,"2002-01-02","2003-05-25","1983-12-10",NA,115,393,6713,NA,1,"Democracia","Área Económica-Productiva","Área Económica",1,"1948-09-23","Buenos Aires","Universidad Nacional de La Plata","Economista","Partido Justicialista (1948-presente)","La Plata (Argentina)",NA,NA,"Argentina",NA,NA,NA,2002
836,"Roberto Lavagna","economía y obras y servicios públicos","Eduardo Duhalde",2002-04-27,2003-05-25,393,1.07597535934292,"2002-01-02","2003-05-25","1983-12-10",NA,508,0,7106,NA,0,"Democracia","Área Económica-Productiva","Área Económica",2,"1942-03-24","Buenos Aires","Universidad de Buenos Aires","Economista","Partido Justicialista
(hasta 2006)
[
1
]
​
Independiente
(2006-2007, 2007-2013 y 2019-
actualidad
)
Concertación para una Sociedad Justa
(2007)
Frente Renovador
(2013-2019)","Ciudad de Buenos Aires (Argentina)",NA,NA,"argentina",NA,NA,NA,2002
837,"Graciela María Giannettasio","educación","Eduardo Duhalde",2002-01-08,2003-05-25,502,1.37440109514031,"2002-01-02","2003-05-25","1983-12-10",NA,508,0,7106,NA,0,"Democracia","Área Social","Área Cultura-Ciencia-Educación",1,"1950-10-20","Buenos Aires",NA,"Abogada y política","Frente para la Victoria","Remedios de Escalada (Argentina)","2022-04-05",NA,"Argentina",NA,NA,NA,2002
838,"Alberto Nestor Atanasof","trabajo, empleo y formación de recursos humanos","Eduardo Duhalde",2002-01-03,2002-05-02,119,0.32580424366872,"2002-01-02","2003-05-25","1983-12-10",NA,120,388,6718,NA,1,"Democracia","Área Social","Área Social",2,"1949-11-24","Buenos Aires",NA,"Político","Unión Celeste y Blanco (desde 2008)Partido Justicialista (hasta 2008)","La Plata, Argentina",NA,NA,"Argentina",NA,NA,NA,2002
839,"Graciela Camaño","trabajo, empleo y seguridad social","Eduardo Duhalde",2002-05-02,2003-05-25,388,1.06228610540726,"2002-01-02","2003-05-25","1983-12-10",NA,508,0,7106,NA,0,"Democracia","Área Social","Área Social",1,"1953-04-25","Chaco",NA,"Abogada","Partido Tercera Posición","Roque Sáenz Peña, Chaco (Argentina)",NA,NA,"Argentina",NA,NA,NA,2002
840,"María Nelida Doga","desarrollo social y medio ambiente","Eduardo Duhalde",2002-01-19,2003-05-25,491,1.34428473648186,"2002-01-02","2003-05-25","1983-12-10",NA,508,0,7106,NA,0,"Democracia","Área Social","Área Social",1,"1947-01-01","Buenos Aires",NA,"Psicóloga",NA,"La Plata, Argentina",NA,NA,"Argentina",NA,NA,NA,2002
841,"José Ignacio de Mendiguren","producción","Eduardo Duhalde",2002-01-03,2002-10-04,274,0.750171115674196,"2002-01-02","2003-05-25","1983-12-10",NA,275,233,6873,NA,1,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",1,"1950-08-23","Buenos Aires","Universidad de Buenos Aires","Industrial","Frente Renovador
(2013-actualidad)
Partido Justicialista
(hasta 2013)","Buenos Aires, Argentina",NA,NA,"Argentina",NA,NA,NA,2002
842,"Anibal Fernandez","producción","Eduardo Duhalde",2002-10-04,2003-05-25,233,0.63791923340178,"2002-01-02","2003-05-25","1983-12-10",NA,508,0,7106,NA,0,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",5,"1957-01-09","Buenos Aires","Universidad Nacional de Lomas de Zamora","Abogado, economista y político","Partido Justicialista","Quilmes (Argentina)",NA,NA,"Argentina",NA,NA,NA,2002
843,"Gines Mario Gonzalez Garcia","salud","Eduardo Duhalde",2002-01-11,2003-05-25,499,1.36618754277892,"2002-01-02","2003-05-25","1983-12-10",NA,508,0,7106,NA,0,"Democracia","Área Social","Área Salud-Seguridad",2,"1945-08-31","Buenos Aires","Universidad Nacional de Córdoba","Cirujano, diplomático y político","Partido Justicialista","San Nicolás (Argentina)","2024-10-18","Buenos Aires (Argentina)","Argentina",NA,NA,NA,2002
844,"Alberto Fernandez","jefatura de gabinete","Nestor Kirchner",2003-05-25,2007-12-10,1660,4.54483230663929,"2003-12-10","2007-12-10","1983-12-10",NA,1461,0,8766,NA,0,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",2,"1959-04-02","Buenos Aires","Universidad de Buenos Aires","Político, abogado y profesor","Partido UNIR
(1982-1983)
Partido Justicialista
(desde 1983)","Buenos Aires (Argentina)",NA,NA,"Argentina","Grupo de Puebla",NA,NA,2003
845,"Anibal Fernandez","interior","Nestor Kirchner",2003-05-25,2007-12-10,1660,4.54483230663929,"2003-12-10","2007-12-10","1983-12-10",NA,1461,0,8766,NA,0,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",5,"1957-01-09","Buenos Aires","Universidad Nacional de Lomas de Zamora","Abogado, economista y político","Partido Justicialista","Quilmes (Argentina)",NA,NA,"Argentina",NA,NA,NA,2003
846,"Rafael Antonio Bielsa","relaciones exteriores, comercio internacional y culto","Nestor Kirchner",2003-05-25,2005-12-01,921,2.52156057494867,"2003-12-10","2007-12-10","1983-12-10",NA,722,739,8027,NA,1,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",1,"1953-02-15","Santa Fe","Universidad Nacional de Rosario","Abogado, diplomático y político","Frente de Todos
(desde 2019)
Frente para la Victoria
(2003-2019)
Frente País Solidario
(1997-2001)
Juventud Universitaria Peronista
(1971-1974)","Rosario (Argentina)",NA,NA,"Argentina",NA,NA,NA,2003
847,"Jorge Enrique Taiana","relaciones exteriores, comercio internacional y culto","Nestor Kirchner",2005-12-01,2007-12-10,739,2.02327173169062,"2003-12-10","2007-12-10","1983-12-10",NA,1461,0,8766,NA,0,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",2,"1950-05-31","Buenos Aires","Universidad de  Buenos AiresFacultad Latinoamericana de Ciencias Sociales","Sociólogo, profesor, diplomático, político","Partido Justicialista","Argentina",NA,NA,"Argentina","Grupo de Puebla[1]​",NA,NA,2005
848,"José Juan Bautista Pampuro","defensa","Nestor Kirchner",2003-05-25,2005-12-01,921,2.52156057494867,"2003-12-10","2007-12-10","1983-12-10",NA,722,739,8027,NA,1,"Democracia","Área político-Institucional","Área Defensa",1,"1949-12-28","Buenos Aires","Facultad de Ciencias Médicas (UBA)","médico, político","Partido Justicialista","Buenos Aires, Argentina","2021-01-21","Buenos Aires (Argentina)","Argentina",NA,NA,NA,2003
849,"Nilda Garre","defensa","Nestor Kirchner",2005-12-01,2007-12-10,739,2.02327173169062,"2003-12-10","2007-12-10","1983-12-10",NA,1461,0,8766,NA,0,"Democracia","Área político-Institucional","Área Defensa",4,"1945-11-03","Buenos Aires",NA,"Abogada y política","Partido Justicialista
(1969-1989)
Frente Grande
(1995-presente)
​","Argentina",NA,NA,"argentina",NA,NA,NA,2005
850,"Roberto Lavagna","economía y producción","Nestor Kirchner",2003-05-25,2005-12-01,921,2.52156057494867,"2003-12-10","2007-12-10","1983-12-10",NA,722,739,8027,NA,1,"Democracia","Área Económica-Productiva","Área Económica",2,"1942-03-24","Buenos Aires","Universidad de Buenos Aires","Economista","Partido Justicialista
(hasta 2006)
[
1
]
​
Independiente
(2006-2007, 2007-2013 y 2019-
actualidad
)
Concertación para una Sociedad Justa
(2007)
Frente Renovador
(2013-2019)","Ciudad de Buenos Aires (Argentina)",NA,NA,"argentina",NA,NA,NA,2003
851,"Felisa Miceli","economía y producción","Nestor Kirchner",2005-12-01,2007-07-17,593,1.62354551676934,"2003-12-10","2007-12-10","1983-12-10",NA,1315,146,8620,NA,1,"Democracia","Área Económica-Productiva","Área Económica",1,"1952-09-26","Buenos Aires",NA,"Economista","Vanguardia Comunista
(hasta 1978)
Frente para la Victoria
(desde 2003)","Luján, Buenos Aires (Argentina)",NA,NA,"Argentina",NA,NA,NA,2005
852,"Miguel Gustavo Peirano","economía y producción","Nestor Kirchner",2007-07-17,2007-12-10,146,0.399726214921287,"2003-12-10","2007-12-10","1983-12-10",NA,1461,0,8766,NA,0,"Democracia","Área Económica-Productiva","Área Económica",1,"1966-10-01","Buenos Aires","Universidad de Buenos AiresColegio Nacional de Buenos Aires","Político, economista",NA,"Buenos Aires (Argentina)",NA,NA,"Argentina",NA,NA,NA,2007
853,"Julio de Vido","planificación federal, inversión pública y servicios","Nestor Kirchner",2003-05-25,2007-12-10,1660,4.54483230663929,"2003-12-10","2007-12-10","1983-12-10",NA,1461,0,8766,NA,0,"Democracia","Área Económica-Productiva","Área Obrás Públicas-Transporte",3,"1949-12-26","Buenos Aires","Universidad de Buenos Aires","Político  Arquitecto","Partido Justicialista","Buenos Aires (Argentina)",NA,NA,"Argentina",NA,NA,NA,2003
854,"Gustavo Osvaldo Beliz","justicia, seguridad y derechos humanos","Nestor Kirchner",2003-05-25,2004-07-26,428,1.17180013689254,"2003-12-10","2007-12-10","1983-12-10",NA,229,1232,7534,NA,1,"Democracia","Área Social","Área Salud-Seguridad",2,"1962-01-07","Buenos Aires","Universidad de Buenos Aires","Abogado","Nueva Dirigencia (1995-2004)  Partido Justicialista (1989-1995)","Buenos Aires, Argentina",NA,NA,"Argentina",NA,NA,NA,2003
855,"Horacio Daniel Rosatti","justicia, seguridad y derechos humanos","Nestor Kirchner",2004-07-26,2005-07-26,365,0.999315537303217,"2003-12-10","2007-12-10","1983-12-10",NA,594,867,7899,NA,1,"Democracia","Área Social","Área Salud-Seguridad",1,"1956-08-11","Santa Fe","Universidad Nacional del Litoral
Universidad Católica de Santa Fe
Universidad Católica Argentina","Abogado, juez, docente y político","Partido Justicialista","Santa Fe de la Vera Cruz, provincia de Santa Fe (Argentina)",NA,NA,"Argentina",NA,NA,NA,2004
856,"Juan Bautista Iribarne","justicia, seguridad y derechos humanos","Nestor Kirchner",2005-07-26,2007-12-10,867,2.37371663244353,"2003-12-10","2007-12-10","1983-12-10",NA,1461,0,8766,NA,0,"Democracia","Área Social","Área Salud-Seguridad",1,"1950-08-02","Buenos Aires",NA,"Político","Partido Justicialista","Buenos Aires",NA,NA,"Argentina",NA,NA,NA,2005
857,"Carlos Tomada","trabajo, empleo y seguridad social","Nestor Kirchner",2003-05-25,2007-12-10,1660,4.54483230663929,"2003-12-10","2007-12-10","1983-12-10",NA,1461,0,8766,NA,0,"Democracia","Área Social","Área Social",3,"1948-05-04","Buenos Aires","Universidad de Buenos Aires","Abogado","Partido Justicialista","Buenos Aires,  Argentina",NA,NA,"Argentina","Grupo de Puebla[2]​",NA,NA,2003
858,"Alicia Kirchner","desarrollo social","Nestor Kirchner",2003-05-25,2005-12-01,921,2.52156057494867,"2003-12-10","2007-12-10","1983-12-10",NA,722,739,8027,NA,1,"Democracia","Área Social","Área Social",4,"1946-07-18","Santa Cruz",NA,"Política y docente","Partido Justicialista
(hasta 2010)
Kolina
(desde 2010)","Río Gallegos (Argentina)",NA,NA,"Argentina",NA,NA,NA,2003
859,"Juan Carlos Nadalich","desarrollo social","Nestor Kirchner",2005-12-01,2006-08-17,259,0.709103353867214,"2003-12-10","2007-12-10","1983-12-10",NA,981,480,8286,NA,1,"Democracia","Área Social","Área Social",1,"1952-07-14","Corrientes","Universidad Nacional de La Plata","Médico, diplomado en Salud Pública","Frente para la Victoria","Goya, Corrientes",NA,NA,"Argentina",NA,NA,NA,2005
860,"Alicia Kirchner","desarrollo social","Nestor Kirchner",2006-08-17,2007-12-10,480,1.31416837782341,"2003-12-10","2007-12-10","1983-12-10",NA,1461,0,8766,NA,0,"Democracia","Área Social","Área Social",4,"1946-07-18","Santa Cruz",NA,"Política y docente","Partido Justicialista
(hasta 2010)
Kolina
(desde 2010)","Río Gallegos (Argentina)",NA,NA,"Argentina",NA,NA,NA,2006
861,"Gines Mario Gonzalez García","salud","Nestor Kirchner",2003-05-25,2007-12-10,1660,4.54483230663929,"2003-12-10","2007-12-10","1983-12-10",NA,1461,0,8766,NA,0,"Democracia","Área Social","Área Salud-Seguridad",2,"1945-08-31","Buenos Aires","Universidad Nacional de Córdoba","Cirujano, diplomático y político","Partido Justicialista","San Nicolás (Argentina)","2024-10-18","Buenos Aires (Argentina)","Argentina",NA,NA,NA,2003
862,"Daniel Filmus","educación, ciencia y tecnología","Nestor Kirchner",2003-05-25,2007-12-10,1660,4.54483230663929,"2003-12-10","2007-12-10","1983-12-10",NA,1461,0,8766,NA,0,"Democracia","Área Social","Área Cultura-Ciencia-Educación",1,"1955-06-03","Buenos Aires","Universidad de Buenos Aires","Sociólogo","Frente Grande
Partido Justicialista","Buenos Aires (Argentina)",NA,NA,"Argentina",NA,NA,NA,2003
863,"Alberto Fernandez","jefatura de gabinete","Cristina Fernández 1",2007-12-10,2008-07-24,227,0.621492128678987,"2007-12-10","2011-12-10","1983-12-10",NA,227,1234,8993,NA,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",2,"1959-04-02","Buenos Aires","Universidad de Buenos Aires","Político, abogado y profesor","Partido UNIR
(1982-1983)
Partido Justicialista
(desde 1983)","Buenos Aires (Argentina)",NA,NA,"Argentina","Grupo de Puebla",NA,NA,2007
864,"Sergio Tomas Massa","jefatura de gabinete","Cristina Fernández 1",2008-07-24,2009-07-08,349,0.955509924709103,"2007-12-10","2011-12-10","1983-12-10",NA,576,885,9342,NA,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",1,"1972-04-28","Buenos Aires","Universidad de Belgrano","Funcionario público, abogado[3]​","Frente Renovador (desde 2013) Partido Justicialista (1994-2013) UCeDé (1987-1994)[1]​","San Martín, provincia de Buenos Aires, Argentina",NA,NA,"Argentina",NA,NA,NA,2008
