"X","ministro","ministerio","presidente","correccion_fechadeentrada","correccion_fechadesalida","diferencia_dias","duration_minister_in_yrs","comienzo_administracion","fin_administracion","comienzo_regimen","fin_regimen","x1_administracion","x2_administracion","x1_regimen","x2_regimen","dummy_replacement","tipo_regimen","clasificacion_area","clasificacion_area_amplio","cantidaddevecesqueocupounm","informacion_personal_nacimiento_date","provincia_nacimiento","educacion_educado_en","informacion_profesional_ocupacion","informacion_profesional_partido_politico","informacion_personal_nacimiento_place","informacion_personal_fallecimiento_date","informacion_personal_fallecimiento_place","informacion_personal_nacionalidad","informacion_profesional_miembro_de","informacion_profesional_rama_militar","informacion_profesional_rango_militar","Year"
255,"Octavio P. Pico","obras públicas","José Felix Uriburu",1930-09-08,1931-04-17,221,0.605065023956194,"1930-09-06","1932-02-20","1930-09-06","1932-02-20",223,309,223,309,1,"Autoritarismo","Área Económica-Productiva","Área Obrás Públicas-Transporte",2,"1867-07-27","Buenos Aires","Facultad de Ingeniería, Universidad de Buenos Aires","Ingeniero y político.","Unión Cívica de la JuventudUnión CívicaUnión Cívica NacionalUnión CívicaPartido Demócrata ProgresistaAcción Nacionalista Argentina","Buenos Aires, Argentina","1943-06-13","Buenos Aires, Argentina","Argentina",NA,NA,NA,1930
256,"Pablo Catalayud","obras públicas","José Felix Uriburu",1931-04-17,1932-02-20,309,0.845995893223819,"1930-09-06","1932-02-20","1930-09-06","1932-02-20",532,0,532,0,0,"Autoritarismo","Área Económica-Productiva","Área Obrás Públicas-Transporte",1,"1889-03-11",NA,NA,"Abogado, profesor universitario y político.",NA,NA,"1979-09-01",NA,"Argentina",NA,NA,NA,1931
257,"Leopoldo Melo","interior","Agustín P. Justo",1932-02-20,1936-08-18,1641,4.49281314168378,"1932-02-20","1938-02-20","1932-02-20","1943-06-04",1641,551,1641,2481,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",1,"1869-11-15","Entre Ríos","Universidad de Buenos Aires","Abogado, político, profesor, diplomático","Unión Cívica Radical
Unión Cívica Radical Antipersonalista","Diamante (Argentina)","1951-02-06","Pinamar (Argentina)","Argentina","Academia Nacional de Ciencias Económicas (Argentina)Academia Nacional de Ciencias Morales y Políticas",NA,NA,1932
258,"Ramón S. Castillo","interior","Agustín P. Justo",1936-08-18,1938-02-20,551,1.50855578370979,"1932-02-20","1938-02-20","1932-02-20","1943-06-04",2192,0,2192,1930,0,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",2,"1873-11-20","Catamarca","Universidad de Buenos Aires","Abogado","Partido Demócrata Nacional","Ancasti (Argentina)","1944-10-12","Buenos Aires (Argentina)","Argentina",NA,NA,NA,1936
259,"Carlos Saavedra Lamas","relaciones exteriores y culto","Agustín P. Justo",1932-02-20,1938-02-20,2192,6.00136892539357,"1932-02-20","1938-02-20","1932-02-20","1943-06-04",2192,0,2192,1930,0,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",2,"1878-11-01","Buenos Aires","Universidad de Buenos Aires","Abogado, diplomático, político","Partido Autonomista Nacional
Partido Demócrata Nacional","Buenos Aires, Argentina","1959-05-05","Buenos Aires, Argentina","argentina","Academia Nacional de Ciencias Morales y Políticas",NA,NA,1932
260,"Manuel de Iriondo","justicia e instrucción pública","Agustín P. Justo",1932-02-20,1936-01-04,1414,3.87132101300479,"1932-02-20","1938-02-20","1932-02-20","1943-06-04",1414,778,1414,2708,1,"Democracia","Área político-Institucional","Área Justicia-Otros",2,"1873-12-26","Santa Fe","Universidad de Buenos Aires","Abogado","Unión Cívica Radical
Unión Cívica Radical Antipersonalista","Santa Fe, Argentina","1958-12-04","Buenos Aires, Argentina","Argentina",NA,NA,NA,1932
261,"Ramón S. Castillo","justicia e instrucción pública","Agustín P. Justo",1936-01-04,1936-08-18,227,0.621492128678987,"1932-02-20","1938-02-20","1932-02-20","1943-06-04",1641,551,1641,2481,1,"Democracia","Área político-Institucional","Área Justicia-Otros",2,"1873-11-20","Catamarca","Universidad de Buenos Aires","Abogado","Partido Demócrata Nacional","Ancasti (Argentina)","1944-10-12","Buenos Aires (Argentina)","Argentina",NA,NA,NA,1936
262,"Jorge de la Torre","justicia e instrucción pública","Agustín P. Justo",1936-08-18,1938-02-20,551,1.50855578370979,"1932-02-20","1938-02-20","1932-02-20","1943-06-04",2192,0,2192,1930,0,"Democracia","Área político-Institucional","Área Justicia-Otros",1,"1875-01-01","Córdoba","Universidad de Buenos Aires","Abogado","Partido Demócrata Nacional","Córdoba, Argentina","1953-08-12","Buenos Aires, Argentina","Argentina",NA,NA,NA,1936
263,"Manuel A. Rodríguez","guerra","Agustín P. Justo",1932-02-20,1936-04-01,1502,4.11225188227242,"1932-02-20","1938-02-20","1932-02-20","1943-06-04",1502,690,1502,2620,1,"Democracia","Área político-Institucional","Área Defensa",1,"1880-02-15","Buenos Aires",NA,"Militar",NA,"Buenos Aires (Argentina)","1936-02-23","Mar del Plata (Argentina)","Argentina",NA,NA,"General",1932
264,"Basilio B. Pertiné","guerra","Agustín P. Justo",1936-04-01,1938-02-20,690,1.88911704312115,"1932-02-20","1938-02-20","1932-02-20","1943-06-04",2192,0,2192,1930,0,"Democracia","Área político-Institucional","Área Defensa",1,"1879-04-03","Buenos Aires",NA,"Militar",NA,"Buenos Aires (Argentina)","1963-12-13","Buenos Aires","Argentina",NA,"Ejército Argentino","Teniente general[1]​",1936
265,"Pedro S. Casas","marina","Agustín P. Justo",1932-02-20,1934-01-29,709,1.94113620807666,"1932-02-20","1938-02-20","1932-02-20","1943-06-04",709,1483,709,3413,1,"Democracia","Área político-Institucional","Área Defensa",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932
266,"Eleazar Videla","marina","Agustín P. Justo",1934-01-29,1938-02-20,1483,4.06023271731691,"1932-02-20","1938-02-20","1932-02-20","1943-06-04",2192,0,2192,1930,0,"Democracia","Área político-Institucional","Área Defensa",1,"1881-01-01","San Juan",NA,"Militar",NA,"San Juan (Argentina)","1960-08-20","Buenos Aires (Argentina)","Argentina",NA,"Armada Argentina","Contraalmirante",1934
267,"Alberto Hueyro","hacienda","Agustín P. Justo",1932-02-20,1933-08-26,553,1.51403148528405,"1932-02-20","1938-02-20","1932-02-20","1943-06-04",553,1639,553,3569,1,"Democracia","Área Económica-Productiva","Área Económica",1,"1878-12-27","Buenos Aires","Universidad de Buenos Aires","Abogado",NA,"Buenos Aires, Argentina","1878-01-01","Buenos Aires, Argentina","Argentina","Academia Nacional de Ciencias Económicas (Argentina)",NA,NA,1932
268,"Federico Pinedo","hacienda","Agustín P. Justo",1933-08-26,1935-07-26,699,1.91375770020534,"1932-02-20","1938-02-20","1932-02-20","1943-06-04",1252,940,1252,2870,1,"Democracia","Área Económica-Productiva","Área Económica",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1933
269,"Federico Pinedo","hacienda","Agustín P. Justo",1935-07-26,1936-01-04,162,0.4435318275154,"1932-02-20","1938-02-20","1932-02-20","1943-06-04",1414,778,1414,2708,1,"Democracia","Área Económica-Productiva","Área Económica",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935
270,"Roberto M. Ortiz","hacienda","Agustín P. Justo",1936-01-04,1937-06-24,537,1.47022587268994,"1932-02-20","1938-02-20","1932-02-20","1943-06-04",1951,241,1951,2171,1,"Democracia","Área Económica-Productiva","Área Económica",2,"1886-09-24","Buenos Aires","Universidad de Buenos Aires","Abogado  político","Unión Cívica Radical
(hasta 1924)
Unión Cívica Radical Antipersonalista
(desde 1924)","Buenos Aires, Argentina","1942-07-15","Buenos Aires, Argentina","Argentina",NA,NA,NA,1936
271,"Carlos Alberto Acevedo","hacienda","Agustín P. Justo",1937-06-24,1938-02-20,241,0.659822039698836,"1932-02-20","1938-02-20","1932-02-20","1943-06-04",2192,0,2192,1930,0,"Democracia","Área Económica-Productiva","Área Económica",2,"1889-12-02","Buenos Aires","Universidad de Buenos Aires","Abogado","Partido Demócrata Progresista
Partido Demócrata Nacional","Buenos Aires, Argentina","1965-10-05","Buenos Aires, Argentina","Argentina",NA,NA,NA,1937
272,"Antonio de Tomaso","agricultura","Agustín P. Justo",1932-02-20,1933-08-26,553,1.51403148528405,"1932-02-20","1938-02-20","1932-02-20","1943-06-04",553,1639,553,3569,1,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",1,"1889-06-26","Buenos Aires","Universidad de Buenos Aires","Abogado, político, periodista","Partido Socialista
Partido Socialista Independiente","Buenos Aires, Argentina","1933-08-03","Buenos Aires, Argentina","Argentina",NA,NA,NA,1932
273,"Luis Duhau","agricultura","Agustín P. Justo",1933-08-26,1936-01-04,861,2.35728952772074,"1932-02-20","1938-02-20","1932-02-20","1943-06-04",1414,778,1414,2708,1,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",1,"1884-12-26","Buenos Aires","Universidad de Buenos Aires","Ingeniero Agrónomo",NA,"Buenos Aires (Argentina)","1963-04-19",NA,"Argentina",NA,NA,NA,1933
274,"Miguel Angel Carcano","agricultura","Agustín P. Justo",1936-01-04,1938-02-20,778,2.13004791238877,"1932-02-20","1938-02-20","1932-02-20","1943-06-04",2192,0,2192,1930,0,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",2,"1889-07-18","Córdoba","Universidad Nacional de Córdoba","Ingeniero Agrónomo","Partido Demócrata Nacional","Córdoba, Argentina","1978-05-09","Buenos Aires, Argentina","Argentina","Academia Nacional de Ciencias Económicas (Argentina)Academia Nacional de la Historia de la República ArgentinaAcademia Argentina de Letras",NA,NA,1936
275,"Manuel R. Alvarado","obras públicas","Agustín P. Justo",1932-02-20,1938-02-20,2192,6.00136892539357,"1932-02-20","1938-02-20","1932-02-20","1943-06-04",2192,0,2192,1930,0,"Democracia","Área Económica-Productiva","Área Obrás Públicas-Transporte",2,"1882-01-20","Salta","Universidad de Buenos Aires","Político","Partido Demócrata Nacional","Ciudad de Salta, Argentina","1953-05-10","Resistencia, Argentina","Argentina",NA,NA,NA,1932
276,"Diogenes Taboada","interior","Roberto M. Ortiz",1938-02-20,1940-09-03,926,2.53524982888433,"1938-02-20","1942-06-27","1932-02-20","1943-06-04",926,662,3118,1004,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",1,"1887-01-01","San Luis",NA,"Abogado y diplomático","Unión Cívica Radical (1912-1924/1946-1957)Unión Cívica Radical Antipersonalista (1924-1946)Unión Cívica Radical Intransigente (1957-1963)Movimiento de Integración y Desarrollo (1964-1978)","Ojo del Río, Provincia de San Luis, Argentina","1978-04-11","Buenos Aires, Argentina","Argentina",NA,NA,NA,1938
277,"José María Cantilo","relaciones exteriores y culto","Roberto M. Ortiz",1938-04-20,1940-09-03,867,2.37371663244353,"1938-02-20","1942-06-27","1932-02-20","1943-06-04",926,662,3118,1004,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",1,"1816-12-14","Buenos Aires",NA,"Boticario, periodista, escritor",NA,"Buenos Aires, Argentina","1872-08-16","Buenos Aires, Argentina","Argentina",NA,NA,NA,1938
278,"Jorge Eduardo Coll","justicia e instrucción pública","Roberto M. Ortiz",1938-02-20,1940-09-03,926,2.53524982888433,"1938-02-20","1942-06-27","1932-02-20","1943-06-04",926,662,3118,1004,1,"Democracia","Área político-Institucional","Área Justicia-Otros",1,"1882-05-07","Buenos Aires","Universidad de Buenos Aires","Abogado Criminalista JuristaProfesor de derecho","Unión Cívica Radical Antipersonalista","Buenos Aires, Argentina","1967-07-02","Buenos Aires, Argentina","Argentina",NA,NA,NA,1938
279,"Carlos D. Marquez","guerra","Roberto M. Ortiz",1938-02-20,1940-09-03,926,2.53524982888433,"1938-02-20","1942-06-27","1932-02-20","1943-06-04",926,662,3118,1004,1,"Democracia","Área político-Institucional","Área Defensa",1,"1885-10-08","Buenos Aires","Colegio Militar de la Nación","Militar",NA,"Buenos Aires (Argentina)","1956-01-01","Buenos Aires (Argentina)","Argentina",NA,NA,"General",1938
280,"León Scasso","marina","Roberto M. Ortiz",1938-02-20,1940-09-03,926,2.53524982888433,"1938-02-20","1942-06-27","1932-02-20","1943-06-04",926,662,3118,1004,1,"Democracia","Área político-Institucional","Área Defensa",1,"1882-04-11","Buenos Aires","Escuela Naval Militar (Argentina)","Militar y político",NA,"Buenos Aires (Argentina)","1954-06-13","Buenos Aires (Argentina)","Argentina",NA,"Armada Argentina","Almirante",1938
281,"Pedro Groppo","hacienda","Roberto M. Ortiz",1938-02-20,1940-09-03,926,2.53524982888433,"1938-02-20","1942-06-27","1932-02-20","1943-06-04",926,662,3118,1004,1,"Democracia","Área Económica-Productiva","Área Económica",1,"1886-08-29","Buenos Aires",NA,"Médico","Unión Cívica Radical Antipersonalista","Avellaneda, Argentina","1969-10-19","Avellaneda, Argentina","Argentina",NA,NA,NA,1938
282,"José Padilla","agricultura","Roberto M. Ortiz",1938-02-20,1940-03-11,750,2.05338809034908,"1938-02-20","1942-06-27","1932-02-20","1943-06-04",750,838,2942,1180,1,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",1,"1881-09-05","Tucumán","Universidad de Buenos Aires","Ingeniero","Partido Demócrata Nacional","San Miguel de Tucumán, Argentina","1948-04-28","San Miguel de Tucumán, Argentina","Argentina",NA,NA,NA,1938
283,"Cosme Massini Ezcurra","agricultura","Roberto M. Ortiz",1940-03-11,1940-09-03,176,0.48186173853525,"1938-02-20","1942-06-27","1932-02-20","1943-06-04",926,662,3118,1004,1,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",1,"1877-05-20","Buenos Aires","Universidad de Buenos Aires","Abogado",NA,"Buenos Aires (Argentina)","1951-02-09",NA,"Argentina",NA,NA,NA,1940
284,"Manuel R. Alvarado","obras públicas","Roberto M. Ortiz",1938-02-20,1940-03-11,750,2.05338809034908,"1938-02-20","1942-06-27","1932-02-20","1943-06-04",750,838,2942,1180,1,"Democracia","Área Económica-Productiva","Área Obrás Públicas-Transporte",2,"1882-01-20","Salta","Universidad de Buenos Aires","Político","Partido Demócrata Nacional","Ciudad de Salta, Argentina","1953-05-10","Resistencia, Argentina","Argentina",NA,NA,NA,1938
285,"Luís A. Barberis","obras públicas","Roberto M. Ortiz",1940-03-11,1940-09-03,176,0.48186173853525,"1938-02-20","1942-06-27","1932-02-20","1943-06-04",926,662,3118,1004,1,"Democracia","Área Económica-Productiva","Área Obrás Públicas-Transporte",1,"1894-06-04","Buenos Aires","Universidad de Buenos Aires","Abogado","Unión Cívica Radical Antipersonalista","Buenos Aires, Argentina","1979-06-06","Buenos Aires, Argentina","Argentina",NA,NA,NA,1940
286,"Miguel J. Culaciati","interior","Ramón S. Castillo",1940-09-03,1943-06-07,1007,2.75701574264203,"1942-06-27","1943-06-04","1932-02-20","1943-06-04",345,-3,4125,-3,0,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",1,"1879-09-29","Santa Fe","Universidad de Buenos Aires","Abogado","Unión Cívica Radical
Unión Cívica Radical Antipersonalista","Rosario, Santa Fe","1970-09-26","Rosario, Santa Fe","Argentina",NA,NA,NA,1940
287,"Julio A. Roca","relaciones exteriores y culto","Ramón S. Castillo",1940-09-03,1941-06-11,281,0.769336071184121,"1942-06-27","1943-06-04","1932-02-20","1943-06-04",-381,723,3399,723,1,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",1,"1843-07-17","Tucumán","Colegio del Uruguay","Oficial militar, diplomático y político","Partido Autonomista Nacional","San Miguel de Tucumán (Argentina)","1914-10-19","Buenos Aires (Argentina)","Argentina",NA,"Ejército Argentino","Teniente general",1940
288,"Enrique Ruiz Guiñazu","relaciones exteriores y culto","Ramón S. Castillo",1941-06-11,1943-06-07,726,1.98767967145791,"1942-06-27","1943-06-04","1932-02-20","1943-06-04",345,-3,4125,-3,0,"Democracia","Área político-Institucional","Área Interior-Exteriores-Gabinete",1,"1882-10-14","Buenos Aires","Universidad de Buenos Aires","jurista, político, embajador, profesor, escritor",NA,"Buenos Aires (Argentina)","1967-11-13",NA,"Argentina","Academia Nacional de la Historia de la República Argentina",NA,NA,1941
289,"Guillermo Rothe","justicia e instrucción pública","Ramón S. Castillo",1940-09-03,1943-06-07,1007,2.75701574264203,"1942-06-27","1943-06-04","1932-02-20","1943-06-04",345,-3,4125,-3,0,"Democracia","Área político-Institucional","Área Justicia-Otros",2,"1879-12-10","Córdoba",NA,"Político","Demócrata Nacional
Autonomista Nacional","Villa del Totoral, Córdoba","1959-01-22","Buenos Aires","Argentina",NA,NA,NA,1940
290,"Juan N. Tonazi","guerra","Ramón S. Castillo",1940-09-09,1942-11-18,800,2.19028062970568,"1942-06-27","1943-06-04","1932-02-20","1943-06-04",144,198,3924,198,1,"Democracia","Área político-Institucional","Área Defensa",1,"1888-05-08","Buenos Aires",NA,"Militar, político y diplomático",NA,"Buenos Aires (Argentina)","1967-09-28","Buenos Aires (Argentina)","Argentina",NA,"Ejército Argentino","General de brigada",1940
291,"Pedro P. Ramirez","guerra","Ramón S. Castillo",1942-11-18,1943-06-07,201,0.550308008213552,"1942-06-27","1943-06-04","1932-02-20","1943-06-04",345,-3,4125,-3,0,"Democracia","Área político-Institucional","Área Defensa",1,"1884-01-30","Entre Ríos","Colegio Militar de la Nación","Militar y político","Político independiente","La Paz (Argentina)","1962-06-11","Buenos Aires (Argentina)","Argentina",NA,"Ejército Argentino","General de división[1]​",1942
292,"Mario Fincati","marina","Ramón S. Castillo",1940-09-03,1943-06-07,1007,2.75701574264203,"1942-06-27","1943-06-04","1932-02-20","1943-06-04",345,-3,4125,-3,0,"Democracia","Área político-Institucional","Área Defensa",1,"1865-03-08","Buenos Aires",NA,"Marino",NA,"Buenos Aires (Argentina)","1962-05-22",NA,"Argentina",NA,"Armada Argentina",NA,1940
293,"Federico Pinedo","hacienda","Ramón S. Castillo",1940-09-03,1941-03-17,195,0.53388090349076,"1942-06-27","1943-06-04","1932-02-20","1943-06-04",-467,809,3313,809,1,"Democracia","Área Económica-Productiva","Área Económica",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940
294,"Carlos Alberto Acevedo","hacienda","Ramón S. Castillo",1941-03-17,1943-06-07,812,2.22313483915127,"1942-06-27","1943-06-04","1932-02-20","1943-06-04",345,-3,4125,-3,0,"Democracia","Área Económica-Productiva","Área Económica",2,"1889-12-02","Buenos Aires","Universidad de Buenos Aires","Abogado","Partido Demócrata Progresista
Partido Demócrata Nacional","Buenos Aires, Argentina","1965-10-05","Buenos Aires, Argentina","Argentina",NA,NA,NA,1941
295,"Daniel Amadeo y Videla","agricultura","Ramón S. Castillo",1940-09-03,1943-06-07,1007,2.75701574264203,"1942-06-27","1943-06-04","1932-02-20","1943-06-04",345,-3,4125,-3,0,"Democracia","Área Económica-Productiva","Área Cultura-Ciencia-Educación",1,"1899-05-21","Buenos Aires","Universidad de Buenos Aires","Abogado","Partido Demócrata Nacional","Argentina","1967-02-04","Argentina","Argentina",NA,NA,NA,1940
296,"Salvador Oria","obras públicas","Ramón S. Castillo",1940-09-03,1943-06-07,1007,2.75701574264203,"1942-06-27","1943-06-04","1932-02-20","1943-06-04",345,-3,4125,-3,0,"Democracia","Área Económica-Productiva","Área Obrás Públicas-Transporte",1,"1883-07-04","Buenos Aires",NA,"Abogado","Unión Cívica Radical Antipersonalista","San Nicolás de los Arroyos, Argentina","1952-11-07","Buenos Aires, Argentina","Argentina","Academia Nacional de Ciencias Económicas (Argentina)",NA,NA,1940
